record_id,model_name,model_family,first_release_year,publication_year,publication_status,bibliographic_title,authors,venue,doi,arxiv_id,url,zotero_key,candidate_id,observation_pathways,modality_group,multimodal,temporal_support,explicit_temporal,resolution_min_m,resolution_max_m,resolution_mid_m,parameters_m,ecohydrological_evidence,coding_basis,notes,release_date,release_year_v2,release_month_v2,release_date_basis,release_date_precision,metric_source,title
M049,TerraMind,TerraMind,2025,2025,Peer-reviewed,TerraMind: Large-Scale Generative Multimodality for Earth Observation,Johannes Jakubik; Felix Yang; Benedikt Blumenstiel; Erik Scheurer; Rocco Sedona; Stefano Maurogiovanni; Jente Bosmans; Nikolaos Dionelis; Valerio Marsocci; Niklas Kopp; Rahul Ramachandran; Paolo Fraccaro; Thomas Brunschwiler; Gabriele Cavallaro; Juan Bernabe-Moreno; Nicolas Longépé,arXiv,10.1109/ICCV51701.2025.00693,2504.11171,https://openaccess.thecvf.com/content/ICCV2025/html/Jakubik_TerraMind_Large-Scale_Generative_Multimodality_for_Earth_Observation_ICCV_2025_paper.html,7GGED3IW,zotero:7GGED3IW,"O,M,A",Broader multisensor/ancillary,yes,Paired/short sequence,yes,10.0,10.0,10.0,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-04-15,2025,4,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M035,ComplexSAR-FM,ComplexSAR-FM,2025,2026,Peer-reviewed,A Complex-Valued SAR Foundation Model Based on Physically Inspired Representation Learning,Mengyu Wang; Hanbo Bi; Yingchao Feng; Linlin Xin; Shuo Gong; Tianqi Wang; Zhiyuan Yan; Peijin Wang; Wenhui Diao; Xian Sun,IEEE Transactions on Image Processing,10.1109/TIP.2026.3652417,2504.11999,https://ieeexplore.ieee.org/document/11353389,8SLCVKXA,zotero:8SLCVKXA,M,Other/single non-optical,no,Single/snapshot,no,,,,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-04-16,2025,4,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M041,PyViT-FUSE,PyViT-FUSE,2025,2025,Preprint/technical report,PyViT-FUSE: A Foundation Model for Multi-Sensor Earth Observation Data,Manuel Weber; Carly Beneke,arXiv.org,10.48550/arXiv.2504.18770,2504.18770,http://arxiv.org/abs/2504.18770,A7ARF294,zotero:A7ARF294,"O,M",Optical + microwave/SAR,yes,Paired/short sequence,yes,1.5,30.0,6.708203932499369,103.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-04-26,2025,4,Earliest indexed candidate record,day,"Primary PDF reports Airbus SPOT, Sentinel-1/2 and Landsat-8 inputs at 1.5-30 m and approximately 103M parameters.",
M051,TiMo,TiMo,2025,2025,Preprint/technical report,TiMo: Spatiotemporal Foundation Model for Satellite Image Time Series,Xiaolei Qin; Di Wang; Jing Zhang; Fengxiang Wang; Xin Su; Bo Du; Liangpei Zhang,CoRR,10.48550/arXiv.2505.08723,2505.08723,http://arxiv.org/abs/2505.08723,UHZ6MHXC,zotero:UHZ6MHXC,O,Optical only,no,Explicit time series,yes,10.0,10.0,10.0,675.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-05-13,2025,5,arXiv v1 submission history (2505.08723),day,Retained v2 primary-paper coding; no v5 metric change.,
M031,AgriFM,AgriFM,2025,2026,Peer-reviewed,AgriFM: A multi-source temporal remote sensing foundation model for Agriculture mapping,Wenyuan Li; Shunlin Liang; Keyan Chen; Yongzhe Chen; Han Ma; Jianglei Xu; Yichuan Ma; Yuxiang Zhang; Shikang Guan; Husheng Fang; Zhenwei Shi,Remote Sensing of Environment,10.1016/j.rse.2026.115234,2505.21357,https://www.sciencedirect.com/science/article/pii/S0034425726000040,H2AY2F4X,zotero:H2AY2F4X,O,Optical only,no,Explicit time series,yes,10.0,500.0,70.71067811865476,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-05-27,2025,5,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M048,TerraFM,TerraFM,2025,2025,Preprint/technical report,TerraFM: A Scalable Foundation Model for Unified Multisensor Earth Observation,Muhammad Sohail Danish; Muhammad Akhtar Munir; Syed Roshaan Ali Shah; Muhammad Haris Khan; Rao Muhammad Anwer; Jorma Laaksonen; Fahad Shahbaz Khan; Salman Khan,arXiv (Cornell University),10.48550/arXiv.2506.06281,2506.06281,http://arxiv.org/abs/2506.06281,3N3RCUCP,zotero:3N3RCUCP,"O,M",Optical + microwave/SAR,yes,Explicit time series,yes,10.0,10.0,10.0,300.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-06-06,2025,6,Earliest indexed candidate record,day,Primary PDF uses co-registered Major-TOM Sentinel-1/2 tiles at 10 m and reports the largest TerraFM configuration at 300M.,
M050,TESSERA,TESSERA,2025,2025,Preprint/technical report,TESSERA: Temporal Embeddings of Surface Spectra for Earth Representation and Analysis,Zhengpeng Feng; Clement Atzberger; Sadiq Jaffer; Jovana Knezevic; Silja Sormunen; Robin Young; Madeline C. Lisaius; Markus Immitzer; Toby Jackson; James Ball; David A. Coomes; Anil Madhavapeddy; Andrew Blake; Srinivasan Keshav,arXiv (Cornell University),10.48550/arXiv.2506.20380,2506.20380,http://arxiv.org/abs/2506.20380,6A6MN744,zotero:6A6MN744,O,Optical only,no,Annual embedding/product,yes,10.0,10.0,10.0,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-06-25,2025,6,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M034,CGEarthEye,CGEarthEye,2025,2025,Preprint/technical report,CGEarthEye:A High-Resolution Remote Sensing Vision Foundation Model Based on the Jilin-1 Satellite Constellation,Zhiwei Yi; Xin Cheng; Jingyu Ma; Ruifei Zhu; Junwei Tian; Yuanxiu Zhou; Xinge Zhao; Hongzhe Li,arXiv.org,10.48550/arXiv.2507.00356,2507.00356,http://arxiv.org/abs/2507.00356,YRKU8PLE,zotero:YRKU8PLE,O,Optical only,no,Paired/short sequence,yes,0.75,0.75,0.75,1100.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,The paper describes sub-metre imagery and five backbones totalling 2.1B parameters; neither is encoded as one false-precision GSD or encoder size.,2025-06-30,2025,6,Earliest indexed candidate record,day,Primary PDF reports 0.75 m JLSSD imagery and variants from 22M to 1.1B parameters.,
M046,SkySense V2,SkySense,2025,2025,Peer-reviewed,SkySense V2: A Unified Foundation Model for Multi-Modal Remote Sensing,Yingying Zhang; Lixiang Ru; Kang Wu; Lei Yu; Lei Liang; Yansheng Li; Jingdong Chen,IEEE International Conference on Computer Vision,10.1109/ICCV51701.2025.00854,2507.13812,https://ieeexplore.ieee.org/document/11445811,MFICPWPA,zotero:MFICPWPA,"O,M",Optical + microwave/SAR,yes,Explicit time series,yes,0.3,10.0,1.7320508075688772,665.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-07-18,2025,7,Earliest indexed candidate record,day,Primary PDF reuses SkySense WorldView and Sentinel-1/2 data and reports 665M parameters.,
M032,AlphaEarth Foundations,AlphaEarth,2025,2025,Preprint/technical report,AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data,Christopher F. Brown; Michal R. Kazmierski; Valerie J. Pasquarella; William J. Rucklidge; Masha Samsikova; Chenhui Zhang; Evan Shelhamer; Estefania Lahera; Olivia Wiles; Simon Ilyushchenko; Noel Gorelick; Lihui Lydia Zhang; Sophia Alj; Emily Schechter; Sean Askay; Oliver Guinan; Rebecca Moore; Alexis Boukouvalas; Pushmeet Kohli,,10.48550/arXiv.2507.22291,2507.22291,http://arxiv.org/abs/2507.22291,FFCTSX4E,zotero:FFCTSX4E,"O,M,A",Broader multisensor/ancillary,yes,Annual embedding/product,yes,10.0,10.0,10.0,480.0,Direct product/proxy,Primary paper/model documentation; survey cross-check,,2025-07-29,2025,7,arXiv v1 submission history (2507.22291),day,Retained v2 primary-paper coding; no v5 metric change.,
M045,SkySense++,SkySense,2025,2025,Peer-reviewed,A semantic-enhanced multi-modal remote sensing foundation model for Earth observation,Kang Wu; Yingying Zhang; Lixiang Ru; Bo Dang; Jiangwei Lao; Lei Yu; Junwei Luo; Zifan Zhu; Yue Sun; Jiahao Zhang; Qi Zhu; Jian Wang; Ming Yang; Jingdong Chen; Yongjun Zhang; Yansheng Li,Nature Machine Intelligence,10.1038/s42256-025-01078-8,,https://www.nature.com/articles/s42256-025-01078-8,SJHBL7JD,zotero:SJHBL7JD,"O,M",Optical + microwave/SAR,yes,Explicit time series,yes,0.05,10.0,0.7071067811865476,2060.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,The cited article reports heterogeneous high- and medium-resolution inputs; a single pre-training GSD range was not assigned.,2025-08-04,2025,8,Nature Machine Intelligence online publication date,day,Primary PDF Extended Data Table 2 reports 0.05-10 m for the labelled pretraining stage; the paper reports about 2B parameters.,
M047,StefaLand,StefaLand,2025,2025,Preprint/technical report,StefaLand: An Efficient Geoscience Foundation Model That Improves Dynamic Land-Surface Predictions,Nicholas Kraabel; Jiangtao Liu; Yuchen Bian; Daniel Kifer; Chaopeng Shen,arXiv,10.48550/arXiv.2509.17942,2509.17942,http://arxiv.org/abs/2509.17942,MHEWLR4P,zotero:MHEWLR4P,"O,A",Broader multisensor/ancillary,yes,Explicit time series,yes,,,,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-09-22,2025,9,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M038,FUSAR-KLIP,FUSAR-KLIP,2025,2025,Preprint/technical report,FUSAR-KLIP: Towards Multimodal Foundation Models for Remote Sensing,Yi Yang; Xiaokun Zhang; Qingchen Fang; Jing Liu; Ziqi Ye; Rui Li; Li Liu; Haipeng Wang,arXiv,,2509.23927,https://arxiv.org/abs/2509.23927v4,I9Y6V42Q,zotero:I9Y6V42Q,M,Other/single non-optical,no,Paired/short sequence,yes,,,,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-09-28,2025,9,Earliest indexed candidate record,day,Primary PDF shows SAR imagery paired with language; language is not counted as a second EO observation pathway.,
M039,OlmoEarth,OlmoEarth,2025,2026,Peer-reviewed,OlmoEarth: Stable Latent Image Modeling for Multimodal Earth Observation,Henry Herzog; Favyen Bastani; Yawen Zhang; Gabriel Tseng; Joseph Redmon; Hadrien Sablon; Ryan Park; Jacob Morrison; Alexandra Buraczynski; Karen Farley; Josh Hansen; Andrew Howe; Patrick Alan Johnson; Mark Otterlee; Ted Schmitt; Hunter Pitelka; Stephen Daspit; Rachel Ratner; Christopher Wilhelm; Sebastian Wood; Mike Jacobi; Hannah Kerner; Evan Shelhamer; Ali Farhadi; Ranjay Krishna; Patrick Beukema,arXiv.org,10.48550/arxiv.2511.13655,2511.13655,https://openaccess.thecvf.com/content/CVPR2026/html/Herzog_OlmoEarth_Stable_Latent_Image_Modeling_for_Multimodal_Earth_Observation_CVPR_2026_paper.html,PGQLRLKZ,zotero:PGQLRLKZ,"O,M,A",Broader multisensor/ancillary,yes,Explicit time series,yes,10.0,10.0,10.0,300.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-11-17,2025,11,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M033,Any-Optical-Model,Any-Optical-Model,2025,2025,Preprint/technical report,Any-Optical-Model: A Universal Foundation Model for Optical Remote Sensing,Xuyang Li; Chenyu Li; Danfeng Hong,arXiv,,2512.17224,https://arxiv.org/abs/2512.17224v1,ZQXMJQIL,zotero:ZQXMJQIL,O,Optical only,no,Single/snapshot,no,0.1,100.0,3.1622776601683795,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2025-12-19,2025,12,Earliest indexed candidate record,day,"Primary PDF reports the combined pretraining sources as 0.1-30 m, 10-60 m, and 30-100 m.",
M059,THOR,THOR,2026,2026,Preprint/technical report,THOR: A Versatile Foundation Model for Earth Observation Climate and Society Applications,Theodor Forgaard; Jarle H. Reksten; Anders U. Waldeland; Valerio Marsocci; Nicolas Longépé; Michael Kampffmeyer; Arnt-Børre Salberg,arXiv.org,10.48550/arXiv.2601.16011,2601.16011,http://arxiv.org/abs/2601.16011,LP7SRPQG,zotero:LP7SRPQG,"O,M,A",Broader multisensor/ancillary,yes,Explicit time series,yes,10.0,1000.0,100.0,314.4,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-01-22,2026,1,Earliest indexed candidate record,day,Primary PDF reports THOR Pretrain at 10-1000 m and the 314.4M Large variant.,
M056,SIGMAE,SIGMAE,2026,2026,Preprint/technical report,SIGMAE: A Spectral-Index-Guided Foundation Model for Multispectral Remote Sensing,Xiaokang Zhang; Bo Li; Chufeng Zhou; Weikang Yu; Lefei Zhang,arXiv,10.48550/arXiv.2603.07463,2603.07463,http://arxiv.org/abs/2603.07463,HNBMV2U2,zotero:HNBMV2U2,O,Optical only,no,Single/snapshot,no,10.0,60.0,24.49489742783178,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-03-08,2026,3,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M052,CrossEarth-SAR,CrossEarth,2026,2026,Preprint/technical report,CrossEarth-SAR: A SAR-Centric and Billion-Scale Geospatial Foundation Model for Domain Generalizable Semantic Segmentation,Ziqi Ye; Ziyang Gong; Ning Liao; Xiaoxing Hu; Di Wang; Hongruixuan Chen; Chen Huang; Yiguo He; Yuru Jia; Xiaoxing Wang; Haipeng Wang; Xue Yang; Junchi Yan,arXiv (Cornell University),10.48550/arXiv.2603.12008,2603.12008,http://arxiv.org/abs/2603.12008,NRNKZUJQ,zotero:NRNKZUJQ,M,Other/single non-optical,no,Single/snapshot,no,,,,1000.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-03-12,2026,3,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M058,TerraFlow,TerraFlow,2026,2026,Preprint/technical report,"TerraFlow: Multimodal, Multitemporal Representation Learning for Earth Observation",Nazar Puriy; Johannes Jakubik; Benedikt Blumenstiel; Konrad Schindler,arXiv,10.48550/arXiv.2603.12762,2603.12762,http://arxiv.org/abs/2603.12762,E53MBXES,zotero:E53MBXES,"O,M",Optical + microwave/SAR,yes,Explicit time series,yes,10.0,10.0,10.0,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-03-13,2026,3,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M054,HighFM,HighFM,2026,2026,Preprint/technical report,HighFM: Towards a Foundation Model for Learning Representations from High-Frequency Earth Observation Data,Stella Girtsou; Konstantinos Alexis; Giorgos Giannopoulos; Charalambos Kontoes,arXiv.org,10.48550/arXiv.2604.04306,2604.04306,http://arxiv.org/abs/2604.04306,9M2UQMIE,zotero:9M2UQMIE,"O,T",Broader multisensor/ancillary,yes,Paired/short sequence,yes,3000.0,3000.0,3000.0,90.0,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-04-05,2026,4,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M055,HySens,HySens,2026,2026,Peer-reviewed,HySens: Sensor-Agnostic Foundation Models for Hyperspectral Data,Xiangyu Zhao; Zhitong Xiong; Xiao Xiang Zhu,IEEE Transactions on Geoscience and Remote Sensing,10.1109/TGRS.2026.3691782,,https://ieeexplore.ieee.org/document/11514078,HSNQS4X8,zotero:HSNQS4X8,O,Optical only,no,Single/snapshot,no,30.0,30.0,30.0,,Direct independent measurement,Primary paper/model documentation; survey cross-check,,2026-05-11,2026,5,Crossref DOI creation date,day,Retained v2 primary-paper coding; no v5 metric change.,
M057,SpectralEarth-FM,SpectralEarth,2026,2026,Preprint/technical report,SpectralEarth-FM: Bringing Hyperspectral Imagery into Multimodal Earth Observation Pretraining,Nassim Ait Ali Braham; Aaron Banze; Conrad M. Albrecht; Julien Mairal; Jocelyn Chanussot; Xiao Xiang Zhu,arXiv,10.48550/arXiv.2605.21075,2605.21075,http://arxiv.org/abs/2605.21075,9KJZCYXR,zotero:9KJZCYXR,"O,T,M",Broader multisensor/ancillary,yes,Paired/short sequence,yes,10.0,100.0,31.622776601683793,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-05-20,2026,5,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M053,FLORO,FLORO,2026,2026,Preprint/technical report,FLORO: A Multimodal Geospatial Foundation Model for Ecological Remote Sensing Across Sensors and Scales,Jorge L. Rodriguez; Victor Angulo Morales; Areej Alwahas; Mariana Elias Lara; Fida Mohammad Thoker; Kasper Johansen; Bernard Ghanem; Fernando T. Maestre; Matthew F. McCabe,arXiv (Cornell University),10.48550/arXiv.2605.28174,2605.28174,http://arxiv.org/abs/2605.28174,UV4WGSMF,zotero:UV4WGSMF,"O,M,A",Broader multisensor/ancillary,yes,Explicit time series,yes,,,,,Indirect/prospective,Primary paper/model documentation; survey cross-check,,2026-05-27,2026,5,Earliest indexed candidate record,day,Retained v2 primary-paper coding; no v5 metric change.,
M061,Mini-JEPAs,Mini-JEPA,2026,2026,Peer-reviewed,Sensor-specialized JEPA foundation models complement planetary-scale embeddings for agentic hydrologic reasoning,Mashrekur Rahman,Remote Sensing Applications: Society and Environment,10.1016/j.rsase.2026.102136,,https://www.sciencedirect.com/science/article/pii/S2352938526002697,HQXRBLTN,zotero:HQXRBLTN,"O,T,M,A",Broader multisensor/ancillary,yes,Explicit time series,yes,30.0,30.0,30.0,22.0,Direct product/proxy,Primary paper/model documentation,The publication releases a fleet of five separate 22M specialist backbones; the marker represents one common architecture/fleet release.,2026-07-01,2026,7,Journal available-online date in the PDF,day,Primary PDF reports all products resampled to 30 m and a 22M ViT-S backbone for each specialist.,Sensor-specialized JEPA foundation models complement planetary-scale embeddings for agentic hydrologic reasoning
M060,TESSERA v2,TESSERA,2026,2026,Preprint/technical report,TESSERA v2: Scaling Pixel-wise Earth Foundation Models,Zhengpeng Feng; Sadiq Jaffer; Ira Shokar; Jovana Knezevic; Mark Elvers; Clement Atzberger; Robin Young; Aneesh Naik; Niall Robinson; Andrew Blake; David Coomes; Anil Madhavapeddy; Srinivasan Keshav,,10.48550/arXiv.2607.03949,2607.03949,http://arxiv.org/abs/2607.03949,M3JGCHXC,zotero:M3JGCHXC,"O,M",Optical + microwave/SAR,yes,Annual embedding/product,yes,10.0,10.0,10.0,1000.0,Indirect/prospective,Primary paper/model documentation,Largest completed teacher is 1B; the 2B variant was still in training at the cutoff.,2026-07-04,2026,7,arXiv v1 submission history (2607.03949),day,Primary PDF reports a 10 m Sentinel-1/2 d-pixel formulation and a completed 1B teacher.,TESSERA v2: Scaling Pixel-wise Earth Foundation Models
